Title,Image_URL,Image_Saved
Planetary-mass object,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Pluto_in_True_Color_-_High-Res.jpg/220px-Pluto_in_True_Color_-_High-Res.jpg,images\Planetary-mass_object.jpg
Property,https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Edit-clear.svg/40px-Edit-clear.svg.png,images\Property.jpg
Navagraha temples,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/HinduSwastika.svg/25px-HinduSwastika.svg.png,
Pythagoreanism,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Kapitolinischer_Pythagoras_adjusted.jpg/210px-Kapitolinischer_Pythagoras_adjusted.jpg,images\Pythagoreanism.jpg
Cool Companions on Ultrawide Orbits,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/12px-Commons-logo.svg.png,images\Cool_Companions_on_Ultrawide_Orbits.jpg
Orbital inclination,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Wiktionary-logo-en-v2.svg/40px-Wiktionary-logo-en-v2.svg.png,images\Orbital_inclination.jpg
Religion in pre-Islamic Arabia,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Maq%C4%81ma_21_%28fols._58v%E2%80%9359r%2C_double-page_spread_as_a_unit%29%2C_Maqamat_al-Harari%2C_1237.jpg/260px-Maq%C4%81ma_21_%28fols._58v%E2%80%9359r%2C_double-page_spread_as_a_unit%29%2C_Maqamat_al-Harari%2C_1237.jpg,images\Religion_in_pre-Islamic_Arabia.jpg
Giordano Bruno,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Earlierbruno.jpg/170px-Earlierbruno.jpg,
Phanerozoic,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Ostracoderm_digital_recreation..jpg/220px-Ostracoderm_digital_recreation..jpg,images\Phanerozoic.jpg
Luna 9,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Luna-9_model.jpg/220px-Luna-9_model.jpg,
Astrology in the medieval Islamic world,,
Rover (space exploration),https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/OutOfThisWorldRecordsModified.jpg/300px-OutOfThisWorldRecordsModified.jpg,
Hermann Carl Vogel,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png,images\Hermann_Carl_Vogel.jpg
Tingkao Ragwang Chapriak,,
Jupiter Ascending,,
Star Trek: Armada,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Star_full.svg/11px-Star_full.svg.png,images\Star_Trek:_Armada.jpg
Outline of Earth sciences,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/The_Earth_seen_from_Apollo_17_with_transparent_background.png/28px-The_Earth_seen_from_Apollo_17_with_transparent_background.png,images\Outline_of_Earth_sciences.jpg
Astronomical naming conventions,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/RocketSunIcon.svg/19px-RocketSunIcon.svg.png,images\Astronomical_naming_conventions.jpg
Minor planet,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Vesta_in_natural_color.jpg/104px-Vesta_in_natural_color.jpg,
Two-body problem,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png,images\Two-body_problem.jpg
Celestial sphere,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/30px-Commons-logo.svg.png,images\Celestial_sphere.jpg
"Love, Death & Robots",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Philip_Gelatt.jpg/220px-Philip_Gelatt.jpg,
Ascension Island,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Labelled_map_of_Ascension_Island.svg/290px-Labelled_map_of_Ascension_Island.svg.png,
Bhavishya Malika Puran,,
Captain America: Brave New World,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png,images\Captain_America:_Brave_New_World.jpg
Malakut,,
Astrodatabank,,
Francesca E. DeMeo,,
Interacting galaxy,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/NGC_3169_NGC_3166.jpg/250px-NGC_3169_NGC_3166.jpg,
Eternal life (Christianity),https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Mormon_plan_of_Salvation_diagram_%28English%29_%282%29.jpg/300px-Mormon_plan_of_Salvation_diagram_%28English%29_%282%29.jpg,
IAU definition of planet,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Outersolarsystem_objectpositions_labels_comp.png/330px-Outersolarsystem_objectpositions_labels_comp.png,
Space jurisdiction,,
Kazuro Watanabe,,
Colonization of the Moon,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Artemis_Accords_and_ILRS_members.png/330px-Artemis_Accords_and_ILRS_members.png,
List of rovers on extraterrestrial bodies,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,images\List_of_rovers_on_extraterrestrial_bodies.jpg
Science and technology in Hungary,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Laszlo_Lovasz_mg_1858.jpg/220px-Laszlo_Lovasz_mg_1858.jpg,
Moon Treaty,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Moon_Treaty_Participation.svg/400px-Moon_Treaty_Participation.svg.png,images\Moon_Treaty.jpg
Galileo Galilei (opera),,
Sun and Moon allegory,https://upload.wikimedia.org/wikipedia/en/thumb/0/01/A_coloured_voting_box.svg/16px-A_coloured_voting_box.svg.png,images\Sun_and_Moon_allegory.jpg
Kordylewski cloud,,
Timeline of the Space Race,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,images\Timeline_of_the_Space_Race.jpg
Universe,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Sound-icon.svg/20px-Sound-icon.svg.png,images\Universe.jpg
Dynamics of the celestial spheres,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Crab_Nebula.jpg/28px-Crab_Nebula.jpg,images\Dynamics_of_the_celestial_spheres.jpg
Lithuanian mythology,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Lithuania_in_the_map_of_Pietro_Vesconte%2C_1321.png/220px-Lithuania_in_the_map_of_Pietro_Vesconte%2C_1321.png,
Geography,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Physical_World_Map.svg/390px-Physical_World_Map.svg.png,
Space debris,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Aegopodium_podagraria1_ies.jpg/16px-Aegopodium_podagraria1_ies.jpg,images\Space_debris.jpg
United Nations Committee on the Peaceful Uses of Outer Space,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/United_Nations_Committee_on_the_Peaceful_Uses_of_Outer_Space_Members.svg/260px-United_Nations_Committee_on_the_Peaceful_Uses_of_Outer_Space_Members.svg.png,
Ranger 4,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Atlas_Agena_B_with_Ranger_4_%28Apr._23%2C_1962%29.png/100px-Atlas_Agena_B_with_Ranger_4_%28Apr._23%2C_1962%29.png,
Critique of Pure Reason,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Socrates.png/10px-Socrates.png,images\Critique_of_Pure_Reason.jpg
Khana (poet),,
Exoasteroid,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Wiktionary-logo-en-v2.svg/40px-Wiktionary-logo-en-v2.svg.png,images\Exoasteroid.jpg
Slew (spacecraft),,
Moon,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/FullMoon2010.jpg/290px-FullMoon2010.jpg,images\Moon.jpg
Panchangam,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Aum_Om_red.svg/16px-Aum_Om_red.svg.png,images\Panchangam.jpg
Mars effect,,
Latitude,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/December_solstice_geometry.svg/300px-December_solstice_geometry.svg.png,images\Latitude.jpg
Universal Orbital Support System,,
Heat,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Carnot_heat_engine_2.svg/220px-Carnot_heat_engine_2.svg.png,images\Heat.jpg
Celestial Bodies,,
Epoch (astronomy),https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/He1523a.jpg/16px-He1523a.jpg,images\Epoch_(astronomy).jpg
List of Mesopotamian deities,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/N-Mesopotamia_and_Syria_english.svg/320px-N-Mesopotamia_and_Syria_english.svg.png,images\List_of_Mesopotamian_deities.jpg
Celestial cartography,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Wiktionary-logo-en-v2.svg/40px-Wiktionary-logo-en-v2.svg.png,images\Celestial_cartography.jpg
Precipitation,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Cumulus_clouds_in_fair_weather.jpeg/16px-Cumulus_clouds_in_fair_weather.jpeg,images\Precipitation.jpg
Marilyn Booth,,
147 Protogeneia,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png,images\147_Protogeneia.jpg
Mesoamerica,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Tazumal_10.jpg/110px-Tazumal_10.jpg,
Nana (Bactrian goddess),https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Khwarazm_Bowl_%28cropped%29Khwarazm_Bowl_%28cropped%29.jpg/220px-Khwarazm_Bowl_%28cropped%29Khwarazm_Bowl_%28cropped%29.jpg,
Wilhelm Klinkerfues,,
Oligotroph,,
Astrology and science,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Karl_Popper.jpg/220px-Karl_Popper.jpg,images\Astrology_and_science.jpg
Precambrian,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Kenorland_breaking_up.jpg/90px-Kenorland_breaking_up.jpg,
Abraham bar Hiyya,https://upload.wikimedia.org/wikipedia/en/thumb/6/62/PD-icon.svg/12px-PD-icon.svg.png,images\Abraham_bar_Hiyya.jpg
Space art,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/The_Earth_seen_from_Apollo_17.jpg/220px-The_Earth_seen_from_Apollo_17.jpg,images\Space_art.jpg
Gerolamo Cardano,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Gerolamo_Cardano_%28colour%29.jpg/200px-Gerolamo_Cardano_%28colour%29.jpg,
Lander (spacecraft),https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Ambox_current_red.svg/42px-Ambox_current_red.svg.png,images\Lander_(spacecraft).jpg
Bangladeshi national calendar,https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Edit-clear.svg/40px-Edit-clear.svg.png,images\Bangladeshi_national_calendar.jpg
Criminal Code of Russia,,
Cosmology in the ancient Near East,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Alexander_the_Great_mosaic.jpg/300px-Alexander_the_Great_mosaic.jpg,images\Cosmology_in_the_ancient_Near_East.jpg
Cosmic microwave background,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Symbol_category_class.svg/16px-Symbol_category_class.svg.png,images\Cosmic_microwave_background.jpg
Spacecraft thermal control,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Thermal_testing_of_the_solar_array_cooling_system_for_the_Parker_Solar_Probe.jpg/220px-Thermal_testing_of_the_solar_array_cooling_system_for_the_Parker_Solar_Probe.jpg,
Planets in astrology,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Moon_symbol_%28planetary_color%29.svg/80px-Moon_symbol_%28planetary_color%29.svg.png,
Star,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/The_Sun_in_white_light.jpg/228px-The_Sun_in_white_light.jpg,
Crab Nebula,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/M1rosse.jpg/170px-M1rosse.jpg,
Tired light,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Crab_Nebula.jpg/16px-Crab_Nebula.jpg,images\Tired_light.jpg
International Booker Prize,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Flag_of_Nigeria.svg/23px-Flag_of_Nigeria.svg.png,images\International_Booker_Prize.jpg
Arishem the Judge,,
Secret Wars (2015 comic book),https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Symbol_category_class.svg/16px-Symbol_category_class.svg.png,images\Secret_Wars_(2015_comic_book).jpg
Horoscopic astrology,,
Tamil calendar,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Symbol_category_class.svg/16px-Symbol_category_class.svg.png,images\Tamil_calendar.jpg
Earthquake,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Quake_epicenters_1963-98.png/300px-Quake_epicenters_1963-98.png,images\Earthquake.jpg
Leonhard Euler,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Euler%27s_signature.svg/150px-Euler%27s_signature.svg.png,images\Leonhard_Euler.jpg
Artemis Accords,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Flag_of_Australia_%28converted%29.svg/23px-Flag_of_Australia_%28converted%29.svg.png,images\Artemis_Accords.jpg
Scythian religion,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/KulObaTreasure.jpg/220px-KulObaTreasure.jpg,images\Scythian_religion.jpg
Icy moon,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Callisto_-_July_8_1979_%2838926064465%29.jpg/116px-Callisto_-_July_8_1979_%2838926064465%29.jpg,
Colonization of Mars,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Project_Deimos_-_Mars_Surface_Base.jpg/220px-Project_Deimos_-_Mars_Surface_Base.jpg,
Manichaeism,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Image_of_a_Manichaean_Temple.svg/246px-Image_of_a_Manichaean_Temple.svg.png,
Valery Bykovsky,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/RIAN_archive_619144_Cosmonauts_Valentina_Tereshkova_and_Valery_Bykovsky_among_children.jpg/220px-RIAN_archive_619144_Cosmonauts_Valentina_Tereshkova_and_Valery_Bykovsky_among_children.jpg,
Magnetar,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Dust_Ring_around_Magnetar1.jpg/220px-Dust_Ring_around_Magnetar1.jpg,
Order of Nine Angles,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/23px-Flag_of_the_United_States.svg.png,images\Order_of_Nine_Angles.jpg
Oxygen,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Sound-icon.svg/20px-Sound-icon.svg.png,images\Oxygen.jpg
Weapon of mass destruction,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Symbol_category_class.svg/16px-Symbol_category_class.svg.png,images\Weapon_of_mass_destruction.jpg
Tamils,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/South_India_in_Sangam_Period.jpg/220px-South_India_in_Sangam_Period.jpg,images\Tamils.jpg
L. Shankar,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Young_L.Shankar_on_mridangam.jpg/220px-Young_L.Shankar_on_mridangam.jpg,
Przybylski's Star,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Crab_Nebula.jpg/19px-Crab_Nebula.jpg,images\Przybylski's_Star.jpg
Astronomical filter,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/UHC_filter_spectrum.jpg/250px-UHC_filter_spectrum.jpg,
International zone,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Gibraltar_map.png/220px-Gibraltar_map.png,
Orbit,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Moon_apsidal_precession.png/220px-Moon_apsidal_precession.png,images\Orbit.jpg
George Saliba,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png,images\George_Saliba.jpg
Richard Garriott,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Iss017e021361.jpg/220px-Iss017e021361.jpg,
Dresden Codex,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Humboldt_1810_pp_47_48_50_51_52.jpg/220px-Humboldt_1810_pp_47_48_50_51_52.jpg,
List of Greyhawk deities,,
The Vegetarian,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png,images\The_Vegetarian.jpg
Royal Observatory of Belgium,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png,images\Royal_Observatory_of_Belgium.jpg
Anaximander,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Anaximander.jpg/170px-Anaximander.jpg,images\Anaximander.jpg
Aniara (film),https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png,images\Aniara_(film).jpg
Scientific Revolution,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Galileo_Galilei_by_Ottavio_Leoni_Marucelliana_%28cropped%29.jpg/220px-Galileo_Galilei_by_Ottavio_Leoni_Marucelliana_%28cropped%29.jpg,
433 Eros,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Eros_path_2012.png/220px-Eros_path_2012.png,
Solar Hijri calendar,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Landline_installation_contract_for_private_buildings%2C_Tehran_-_14_April_1910_%28Persian%29.jpg/220px-Landline_installation_contract_for_private_buildings%2C_Tehran_-_14_April_1910_%28Persian%29.jpg,
3728 IRAS,,
Mahadevi (astronomy book),,
World tree,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Lucas_Cranach_%28I%29_-_Adam_and_Eve-Paradise_-_Kunsthistorisches_Museum_-_Detail_Tree_of_Knowledge.jpg/170px-Lucas_Cranach_%28I%29_-_Adam_and_Eve-Paradise_-_Kunsthistorisches_Museum_-_Detail_Tree_of_Knowledge.jpg,
Geodetic datum,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Index_chart_of_the_Great_Trigonometrical_Survey_of_India_%28vectorized%29.svg/220px-Index_chart_of_the_Great_Trigonometrical_Survey_of_India_%28vectorized%29.svg.png,
Hypothetical astronomical object,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Crab_Nebula.jpg/19px-Crab_Nebula.jpg,images\Hypothetical_astronomical_object.jpg
Lunar treaty,,
Adler Planetarium,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Red_pog.svg/7px-Red_pog.svg.png,images\Adler_Planetarium.jpg
Pre-Nectarian,,
Ephemeris,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/AlmanachPerpetuum.jpg/220px-AlmanachPerpetuum.jpg,images\Ephemeris.jpg
Body of light,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Wiki_letter_w_cropped.svg/20px-Wiki_letter_w_cropped.svg.png,images\Body_of_light.jpg
What Is Life?,https://upload.wikimedia.org/wikipedia/en/thumb/f/f4/Tom_Wilkes%27_original_poster_design_for_All_Things_Must_Pass.jpg/190px-Tom_Wilkes%27_original_poster_design_for_All_Things_Must_Pass.jpg,
Zodiac,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Zodiac_Constellations.jpg/320px-Zodiac_Constellations.jpg,images\Zodiac.jpg
Laura Resnick,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png,images\Laura_Resnick.jpg
History of Mars observation,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Retrograde_Motion.bjb.svg/220px-Retrograde_Motion.bjb.svg.png,
Babylonian astronomy,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,images\Babylonian_astronomy.jpg
Cartography,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Bedolina_roccia_1_foto_rilievo.jpg/220px-Bedolina_roccia_1_foto_rilievo.jpg,
The Long Watch,,
Mormon cosmology,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Symbol_category_class.svg/16px-Symbol_category_class.svg.png,images\Mormon_cosmology.jpg
Sedna (dwarf planet),https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Sedna_PRC2004-14d.jpg/290px-Sedna_PRC2004-14d.jpg,
Militarisation of space,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Peacekeeper-missile-testing.jpg/200px-Peacekeeper-missile-testing.jpg,
Fertility rite,,
Firefly Aerospace Blue Ghost,https://upload.wikimedia.org/wikipedia/en/thumb/6/62/PD-icon.svg/12px-PD-icon.svg.png,images\Firefly_Aerospace_Blue_Ghost.jpg
Universalization,,
Clearing the neighbourhood,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Solar_system.jpg/22px-Solar_system.jpg,images\Clearing_the_neighbourhood.jpg
Meitei astronomy,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Subika_-_16th_century_Classical_Meitei_language_illustrated_manuscript_text_-_in_traditional_Meetei_Mayek_writing_system_-_Meitei_astronomy_%26_cosmology_of_Kangleipak_civilisation_state.jpg/220px-thumbnail.jpg,
Outer Wilds,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Outer_Wilds_screenshot_nomai.png/220px-Outer_Wilds_screenshot_nomai.png,images\Outer_Wilds.jpg
Natural satellite,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Rhean_rings_PIA10246_Full_res.jpg/220px-Rhean_rings_PIA10246_Full_res.jpg,
History of Earth,https://upload.wikimedia.org/wikipedia/en/timeline/p148jgs61kf4hw62fzi0jv6ku24oq0u.png,images\History_of_Earth.jpg
Outline of science,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Nuvola_apps_kalzium.svg/16px-Nuvola_apps_kalzium.svg.png,images\Outline_of_science.jpg
Alcmaeon of Croton,https://upload.wikimedia.org/wikipedia/en/thumb/6/62/PD-icon.svg/12px-PD-icon.svg.png,images\Alcmaeon_of_Croton.jpg
Copernican heliocentrism,https://upload.wikimedia.org/wikipedia/commons/1/10/De_revolutionibus_orbium_coeleftium.jpg,images\Copernican_heliocentrism.jpg
Depositary,,
De revolutionibus orbium coelestium,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/De_Revolutionibus_manuscript_p9b.jpg/220px-De_Revolutionibus_manuscript_p9b.jpg,images\De_revolutionibus_orbium_coelestium.jpg
Nuclear triad,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Minuteman_II_in_silo_1980.jpg/200px-Minuteman_II_in_silo_1980.jpg,
Human,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Sound-icon.svg/20px-Sound-icon.svg.png,images\Human.jpg
Astrolabe,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Lot-stoffler-johannes-1452-1531-elucidatio-fabricae-usuque-astrolabii-6069643.jpg/310px-Lot-stoffler-johannes-1452-1531-elucidatio-fabricae-usuque-astrolabii-6069643.jpg,
King of All Cosmos,,
Timeline of astronomy,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/12px-Commons-logo.svg.png,images\Timeline_of_astronomy.jpg
Lucija Šerbedžija,,
History of science,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/PEbers_c41-bc.jpg/170px-PEbers_c41-bc.jpg,
Celestial navigation,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/OMC_ships_clock.jpg/220px-OMC_ships_clock.jpg,
"Estero, Florida",https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/30px-Commons-logo.svg.png,"images\Estero,_Florida.jpg"
Planetary nebula,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Wikidata-logo.svg/22px-Wikidata-logo.svg.png,images\Planetary_nebula.jpg
Astronomical system of units,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/System-search.svg/45px-System-search.svg.png,
Eoarchean,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/12px-Commons-logo.svg.png,images\Eoarchean.jpg
IM-1,https://upload.wikimedia.org/wikipedia/en/thumb/1/17/IM-1_insignia.png/180px-IM-1_insignia.png,
Capitalization in English,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Bodleian_First_Folio_Tragedy_of_Julius_Caesar_axc0719-0.jpg/220px-Bodleian_First_Folio_Tragedy_of_Julius_Caesar_axc0719-0.jpg,
Astronomical nutation,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Crab_Nebula.jpg/19px-Crab_Nebula.jpg,images\Astronomical_nutation.jpg
Theory of impetus,,
Lunigiana,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Coat_of_arms_of_the_House_of_Malaspina_%28Spino_Secco%29_%281%29.svg/110px-Coat_of_arms_of_the_House_of_Malaspina_%28Spino_Secco%29_%281%29.svg.png,images\Lunigiana.jpg
Ibn al-Haytham,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Thesaurus_opticus_Titelblatt.jpg/170px-Thesaurus_opticus_Titelblatt.jpg,
Hindu calendar,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Hindu_calendar_1871-72.jpg/220px-Hindu_calendar_1871-72.jpg,images\Hindu_calendar.jpg
Revolution,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Maquina_vapor_Watt_ETSIIM.jpg/220px-Maquina_vapor_Watt_ETSIIM.jpg,images\Revolution.jpg
Rotating black hole,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/12px-Commons-logo.svg.png,images\Rotating_black_hole.jpg
Katamari Damacy,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Kata27.jpg/220px-Kata27.jpg,images\Katamari_Damacy.jpg
Cosmology,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Symbol_category_class.svg/16px-Symbol_category_class.svg.png,images\Cosmology.jpg
Lunar rover,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Yutu_rover.jpg/170px-Yutu_rover.jpg,
Milankovitch cycles,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Eccentricity_half.svg/200px-Eccentricity_half.svg.png,images\Milankovitch_cycles.jpg
Yarikh,,
Luna 2,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Block-E_rocket_stage.png/170px-Block-E_rocket_stage.png,
Dynamo theory,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/12px-Commons-logo.svg.png,images\Dynamo_theory.jpg
Map projection,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Comparison_of_cartography_surface_development.svg/300px-Comparison_of_cartography_surface_development.svg.png,
Bulgae,,
Physics (Aristotle),https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Wikisource-logo.svg/38px-Wikisource-logo.svg.png,images\Physics_(Aristotle).jpg
Timekeeping on the Moon,,
John Hadley,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png,images\John_Hadley.jpg
